Author,Study_ID,Effect_Size_ID,Study_Country,Study_Region,Biome,Study_System,Verts_Inverts_Plants,Verts_Inverts_Plants_Without_Pests,Functional_Groups,Orders,Taxa_Category_2,Biodiversity_Category,Heterogeneity_Measure,Heterogeneity_Mesure_Fine,Heterogeneity_Type,Heterogeneity,Heterogeneity_Type_L_C,Pearson_Correlation,Sample_Size,Scale,Scale_Cat
Barbaro et al. (2020),p81,sub940,"France, Spain, Italy","Bordeaux, Languedoc, Roussillon, Gaillac, Limoux, Costières, Bourgogne, Loire, Ile de Ré, Catalunya, Trentino, and Lombardy",Temperate,Vineyards,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,FBL,Field boundary length,Landscape_Configurational_het,Configurational_het,Landscape_het,0.250123,234,100_m_R,A_LocalScale
Barbaro et al. (2020),p81,sub941,"France, Spain, Italy","Bordeaux, Languedoc, Roussillon, Gaillac, Limoux, Costières, Bourgogne, Loire, Ile de Ré, Catalunya, Trentino, and Lombardy",Temperate,Vineyards,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,FBL,Field boundary length,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.09436466,100,100_m_R,A_LocalScale
Barbaro et al. (2020),p81,sub942,"France, Spain, Italy","Bordeaux, Languedoc, Roussillon, Gaillac, Limoux, Costières, Bourgogne, Loire, Ile de Ré, Catalunya, Trentino, and Lombardy",Temperate,Vineyards,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,FBL,Field boundary length,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.08298836,100,100_m_R,A_LocalScale
Barbaro et al. (2020),p81,sub943,"France, Spain, Italy","Bordeaux, Languedoc, Roussillon, Gaillac, Limoux, Costières, Bourgogne, Loire, Ile de Ré, Catalunya, Trentino, and Lombardy",Temperate,Vineyards,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,FBL,Field boundary length,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1681775,100,100_m_R,A_LocalScale
Li et al. (2020),p82,sub944,China,Shanghai agricultural areas,Tropical,"Multiple (Rice, wheat, and various vegetables and fruits)",Vertebrates,Vertebrates,Predators,Anura,Amphibian,Abundance,FBL,Field boundary length,Landscape_Configurational_het,Configurational_het,Landscape_het,0.122102426,20,1000_m_R,LandscapeScale_2
Liao et al. (2020),p83,sub945,China,"Pengzhou (30540-31260 N, 103400-104100 E) is located in the northwest of the Chengdu Plain",Tropical,Multiple (38 crop typess),Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.17315,63,100m x 100m,A_LocalScale
Liao et al. (2020),p83,sub946,China,"Pengzhou (30540-31260 N, 103400-104100 E) is located in the northwest of the Chengdu Plain",Tropical,Multiple (38 crop typess),Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,MFS_corrected,Mean field size,Landscape_Configurational_het,Configurational_het,Landscape_het,0.11507,63,100m x 100m,A_LocalScale
Liao et al. (2020),p83,sub947,China,"Pengzhou (30540-31260 N, 103400-104100 E) is located in the northwest of the Chengdu Plain",Tropical,Multiple (38 crop typess),Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.2499,63,100m x 100m,A_LocalScale
Liao et al. (2020),p83,sub948,China,"Pengzhou (30540-31260 N, 103400-104100 E) is located in the northwest of the Chengdu Plain",Tropical,Multiple (38 crop typess),Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,MFS_corrected,Mean field size,Landscape_Configurational_het,Configurational_het,Landscape_het,0.5591,63,100m x 100m,A_LocalScale
Šáleka et al. (2018),p85,sub949,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,MFS_corrected,Mean field size,Landscape_Configurational_het,Configurational_het,Landscape_het,0.068,25,500m x 500m,A_LocalScale
Šáleka et al. (2018),p85,sub950,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,MFS_corrected,Mean field size,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.03,25,500m x 500m,A_LocalScale
Šáleka et al. (2018),p85,sub951,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,MFS_corrected,Mean field size,Landscape_Configurational_het,Configurational_het,Landscape_het,0.2,25,500m x 500m,A_LocalScale
Šáleka et al. (2018),p85,sub952,Czech Republic and Austria,"South Moravia, Czech Republic (GPS: 48.78°N, 16.16°E) and Lower Austria, Austria (GPS: 48.69°N, 16.07°E)",Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,MFS_corrected,Mean field size,Landscape_Configurational_het,Configurational_het,Landscape_het,0.103,25,500m x 500m,A_LocalScale
Blarya et al. (2021),p90,sub953,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.2787468,112,250_m_R,A_LocalScale
Blarya et al. (2021),p90,sub954,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1463933,112,500_m_R,LandscapeScale_1
Blarya et al. (2021),p90,sub955,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.2055065,112,750_m_R,LandscapeScale_1
Blarya et al. (2021),p90,sub956,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.2393504,112,1000_m_R,LandscapeScale_2
Blarya et al. (2021),p90,sub957,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.2273546,112,1500_m_R,LandscapeScale_2
Blarya et al. (2021),p90,sub958,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1366235,112,2000_m_R,LandscapeScale_2
Blarya et al. (2021),p90,sub959,France,"ˆIle-de-France region (Yvelines, Essonne and Seine-et-Marne departments)",Temperate,"73% of rapeseed, 7% of wheat, 3% of barley",Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.09523464,112,4000_m_R,LandscapeScale_2
Batáry et al. (2007),p108,sub960,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.206028898,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub961,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.227063889,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub962,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.12063288,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub963,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.654505836,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub964,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.13640169,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub965,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.291756153,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub966,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.254375245,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub967,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.211369622,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub968,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.101625134,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub969,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.4769933,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub970,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.006906759,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub971,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.253009993,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub972,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.222874944,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub973,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.248413008,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub974,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.142550201,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub975,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.748007827,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub976,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.247973708,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub977,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.008334615,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub978,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.294510164,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub979,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.090138742,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub980,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.054810211,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub981,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.451293705,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub982,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.072005331,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub983,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.27594577,14,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub984,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.329545141,7,500m,LandscapeScale_1
Batáry et al. (2007),p108,sub985,Hungary,Hungarian Great Plain,Temperate,Grassland,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.465617869,7,500m,LandscapeScale_1
Batáry et al. (2010),p111,sub986,Germany,"Göttingen, Lower Saxony, Germany",Temperate,Wheat,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,FBL,Field boundary length,Landscape_Configurational_het,Configurational_het,Landscape_het,0.447325385,30, 1.5 km,LandscapeScale_2
Batáry et al. (2010),p111,sub987,Germany,"Göttingen, Lower Saxony, Germany",Temperate,Wheat,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,FBL,Field boundary length,Landscape_Configurational_het,Configurational_het,Landscape_het,0.387943295,34, 1.5 km,LandscapeScale_2
Batáry et al. (2010),p111,sub988,Germany,"Göttingen, Lower Saxony, Germany",Temperate,Wheat,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,FBL,Field boundary length,Landscape_Configurational_het,Configurational_het,Landscape_het,0.559374651,26, 1.5 km,LandscapeScale_2
Batáry et al. (2010),p111,sub989,Germany,"Göttingen, Lower Saxony, Germany",Temperate,Wheat,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,FBL,Field boundary length,Landscape_Configurational_het,Configurational_het,Landscape_het,0.578791845,36, 1.5 km,LandscapeScale_2
Tarjuelo et al. (2021),p113,sub990,Spain,"(Madrid) Castilla-La Mancha, Castilla y León, Navarra, Aragon, Catalonia",Temperate,Cereals,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,FBL,Field boundary length,Landscape_Configurational_het,Configurational_het,Landscape_het,0.560108891,155,500m,LandscapeScale_1
Öberg (2009) ,p114,sub991,Sweden,"Uppsala, Sweden (591, 510 N: 171, 410 E)",Temperate,Cereals,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,MFS_corrected,Mean field size,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.137437015,7,500m,LandscapeScale_1
Öberg (2009) ,p114,sub992,Sweden,"Uppsala, Sweden (591, 510 N: 171, 410 E)",Temperate,Cereals,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,MFS_corrected,Mean field size,Landscape_Configurational_het,Configurational_het,Landscape_het,0.219229095,7,500m,LandscapeScale_1
Öberg (2009) ,p114,sub993,Sweden,"Uppsala, Sweden (591, 510 N: 171, 410 E)",Temperate,Cereals,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,MFS_corrected,Mean field size,Landscape_Configurational_het,Configurational_het,Landscape_het,0.383065351,7,500m,LandscapeScale_1
Öberg (2009) ,p114,sub994,Sweden,"Uppsala, Sweden (591, 510 N: 171, 410 E)",Temperate,Cereals,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Richness,MFS_corrected,Mean field size,Landscape_Configurational_het,Configurational_het,Landscape_het,0.062887459,7,500m,LandscapeScale_1
Duflot et al. (2017),p119,sub995,France,"Brittany, western France",Temperate,Multiple (mostly winter cereals but also maize),Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Richness,FBL,Field boundary length,Landscape_Configurational_het,Configurational_het,Landscape_het,0.43150898,20,1km x 1km,LandscapeScale_1
Josefsson et al. (2017),p1,sub996,Sweden,Southern production regions,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.203829,119,1000_m_R,LandscapeScale_2
Josefsson et al. (2017),p1,sub997,Sweden,Southern production regions,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.001985195,119,1000_m_R,LandscapeScale_2
Josefsson et al. (2017),p1,sub998,Sweden,Southern production regions,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1408215,119,1000_m_R,LandscapeScale_2
Josefsson et al. (2017),p1,sub999,Sweden,Southern production regions,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2487642,119,1000_m_R,LandscapeScale_2
Josefsson et al. (2017),p1,sub1000,Sweden,Southern production regions,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1338447,119,1000_m_R,LandscapeScale_2
Josefsson et al. (2017),p1,sub1001,Sweden,Southern production regions,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1454751,119,1000_m_R,LandscapeScale_2
Josefsson et al. (2017),p1,sub1002,Sweden,Southern production regions,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2825783,59,1000_m_R,LandscapeScale_2
Josefsson et al. (2017),p1,sub1003,Sweden,Southern production regions,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2546346,59,1000_m_R,LandscapeScale_2
Josefsson et al. (2017),p1,sub1004,Sweden,Southern production regions,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2560734,59,1000_m_R,LandscapeScale_2
Josefsson et al. (2017),p1,sub1005,Sweden,Southern production regions,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1850498,59,1000_m_R,LandscapeScale_2
Josefsson et al. (2017),p1,sub1006,Sweden,Southern production regions,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.147896,59,1000_m_R,LandscapeScale_2
Josefsson et al. (2017),p1,sub1007,Sweden,Southern production regions,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2778046,59,1000_m_R,LandscapeScale_2
Redlich et al. (2018),p2,sub1008,Germany,"Wu ̈rzburg (49 ̊ 47‘N, 9 ̊57‘E)",Temperate,"Multiple (wheat, barley, triticale)",Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.08866394,14,100_m_R,A_LocalScale
Redlich et al. (2018),p2,sub1009,Germany,"Wu ̈rzburg (49 ̊ 47‘N, 9 ̊57‘E)",Temperate,"Multiple (wheat, barley, triticale)",Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.07392682,14,250_m_R,A_LocalScale
Redlich et al. (2018),p2,sub1010,Germany,"Wu ̈rzburg (49 ̊ 47‘N, 9 ̊57‘E)",Temperate,"Multiple (wheat, barley, triticale)",Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1233529,14,500_m_R,LandscapeScale_1
Redlich et al. (2018),p2,sub1011,Germany,"Wu ̈rzburg (49 ̊ 47‘N, 9 ̊57‘E)",Temperate,"Multiple (wheat, barley, triticale)",Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.4056802,14,1000_m_R,LandscapeScale_2
Redlich et al. (2018),p2,sub1012,Germany,"Wu ̈rzburg (49 ̊ 47‘N, 9 ̊57‘E)",Temperate,"Multiple (wheat, barley, triticale)",Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.245272,14,2000_m_R,LandscapeScale_2
Redlich et al. (2018),p2,sub1013,Germany,"Wu ̈rzburg (49 ̊ 47‘N, 9 ̊57‘E)",Temperate,"Multiple (wheat, barley, triticale)",Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.002744883,14,3000_m_R,LandscapeScale_2
Baillod et al. (2017),p3,sub1014,Germany,Goettingen,Temperate,Wheat,Invertebrates,Invertebrates,Predators,Araneae,Spiders,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1513803,153,500_m_R,LandscapeScale_1
Lee & Goodale (2018),p4,sub1015,China,"Nanning, Guangxi Zhuang Autonomous Region",Tropical,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1744871,75,100_m_R,A_LocalScale
Lee & Goodale (2018),p4,sub1016,China,"Nanning, Guangxi Zhuang Autonomous Region",Tropical,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1302779,75,100_m_R,A_LocalScale
Lee & Goodale (2018),p4,sub1017,China,"Nanning, Guangxi Zhuang Autonomous Region",Tropical,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1965934,75,100_m_R,A_LocalScale
Lee & Goodale (2018),p4,sub1018,China,"Nanning, Guangxi Zhuang Autonomous Region",Tropical,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.04465131,75,100_m_R,A_LocalScale
Monck-Whipp et al. (2018),p6,sub1019,Canada,Eastern Ontario,Temperate,Multiple,Vertebrates,Vertebrates,Predators,Chiroptera,Bats,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1965093,46,3 X 3 Km,LandscapeScale_2
Monck-Whipp et al. (2018),p6,sub1020,Canada,Eastern Ontario,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Coleoptera,Carabid_beetles,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1643677,46,3 X 3 Km,LandscapeScale_2
Monck-Whipp et al. (2018),p6,sub1021,Canada,Eastern Ontario,Temperate,Multiple,Invertebrates,Invertebrates,Predators,Diptera,Diptera,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.08183827,46,3 X 3 Km,LandscapeScale_2
Li et al. (2020),p7,sub1022,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1503775,20,1 X 1 Km,LandscapeScale_1
Li et al. (2020),p7,sub1023,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.05824693,20,1 X 1 Km,LandscapeScale_1
Li et al. (2020),p7,sub1024,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.2893555,20,1 X 1 Km,LandscapeScale_1
Li et al. (2020),p7,sub1025,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.2245922,20,1 X 1 Km,LandscapeScale_1
Li et al. (2020),p7,sub1026,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Richness,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.1608327,20,1 X 1 Km,LandscapeScale_1
Li et al. (2020),p7,sub1027,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,Abundance,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,-0.01524402,20,1 X 1 Km,LandscapeScale_1
Li et al. (2020),p7,sub1028,China,"Erhai water basin (25°38′-26°19′N, 99°55′-100°13′E) situated in northwest Yunnan",Tropical,Multiple,Vertebrates,Vertebrates,Predators,Birds,Birds,SWDiversity,SHDI,Shannon’s Diversity Index,Crop_compositional_het,Compositional_het,Crop_het,0.1608616,20,1 X 1 Km,LandscapeScale_1
